date,year,month,day,weekday,weekday_name,is_weekend,is_holiday,holiday_name,holiday_multiplier,monthly_weight,weekday_weight,attendance,season,is_school_break,temperature,is_rainy,has_special_event,day_of_year,week_of_year,is_month_start,is_month_end
2016-01-21,2016,1,21,3,Thursday,False,False,,1.0,0.07450331125827815,0.9655172413793103,26384,winter,True,9.4,0,True,21,3,False,False
2016-01-22,2016,1,22,4,Friday,False,False,,1.0,0.07450331125827815,1.0862068965517242,30154,winter,True,4.3,0,True,22,3,False,False
2016-01-23,2016,1,23,5,Saturday,True,False,,1.0,0.07450331125827815,1.0862068965517242,32682,winter,True,5.2,0,True,23,3,False,False
2016-01-24,2016,1,24,6,Sunday,True,False,,1.0,0.07450331125827815,0.9454022988505747,25376,winter,True,0.7,1,True,24,3,False,False
2016-01-25,2016,1,25,0,Monday,False,False,,1.0,0.07450331125827815,1.0660919540229885,34008,winter,True,3.4,0,True,25,4,False,True
2016-01-26,2016,1,26,1,Tuesday,False,False,,1.0,0.07450331125827815,0.9655172413793103,38829,winter,True,5.3,1,True,26,4,False,True
2016-01-27,2016,1,27,2,Wednesday,False,False,,1.0,0.07450331125827815,0.8850574712643678,34372,winter,True,1.5,1,True,27,4,False,True
2016-01-28,2016,1,28,3,Thursday,False,False,,1.0,0.07450331125827815,0.9655172413793103,37390,winter,True,6.1,0,True,28,4,False,True
2016-01-29,2016,1,29,4,Friday,False,False,,1.0,0.07450331125827815,1.0862068965517242,45013,winter,True,3.2,0,True,29,4,False,True
2016-01-30,2016,1,30,5,Saturday,True,False,,1.0,0.07450331125827815,1.0862068965517242,26803,winter,True,4.1,0,True,30,4,False,True
2016-01-31,2016,1,31,6,Sunday,True,False,,1.0,0.07450331125827815,0.9454022988505747,30502,winter,True,3.2,0,True,31,4,False,True
2016-02-01,2016,2,1,0,Monday,False,False,,1.0,0.08443708609271523,1.0660919540229885,41284,winter,True,11.6,1,True,32,5,True,False
2016-02-02,2016,2,2,1,Tuesday,False,False,,1.0,0.08443708609271523,0.9655172413793103,31464,winter,True,6.0,0,True,33,5,True,False
2016-02-03,2016,2,3,2,Wednesday,False,False,,1.0,0.08443708609271523,0.8850574712643678,41244,winter,True,2.8,0,True,34,5,True,False
2016-02-04,2016,2,4,3,Thursday,False,False,,1.0,0.08443708609271523,0.9655172413793103,41519,winter,True,8.5,1,True,35,5,True,False
2016-02-05,2016,2,5,4,Friday,False,False,,1.0,0.08443708609271523,1.0862068965517242,32646,winter,True,2.3,0,True,36,5,True,False
2016-02-06,2016,2,6,5,Saturday,True,False,,1.0,0.08443708609271523,1.0862068965517242,40455,winter,True,6.6,0,True,37,5,False,False
2016-02-07,2016,2,7,6,Sunday,True,False,,1.0,0.08443708609271523,0.9454022988505747,30167,winter,True,0.1,0,True,38,5,False,False
2016-02-08,2016,2,8,0,Monday,False,False,,1.0,0.08443708609271523,1.0660919540229885,46042,winter,True,2.0,0,True,39,6,False,False
2016-02-09,2016,2,9,1,Tuesday,False,False,,1.0,0.08443708609271523,0.9655172413793103,36310,winter,True,6.6,0,True,40,6,False,False
2016-02-10,2016,2,10,2,Wednesday,False,True,spring_festival,1.8,0.08443708609271523,0.8850574712643678,73971,winter,True,8.2,0,True,41,6,False,False
2016-02-11,2016,2,11,3,Thursday,False,True,spring_festival,1.8,0.08443708609271523,0.9655172413793103,57271,winter,True,6.5,0,True,42,6,False,False
2016-02-12,2016,2,12,4,Friday,False,True,spring_festival,1.8,0.08443708609271523,1.0862068965517242,70086,winter,True,5.7,1,True,43,6,False,False
2016-02-13,2016,2,13,5,Saturday,True,True,spring_festival,1.8,0.08443708609271523,1.0862068965517242,72656,winter,True,5.1,0,True,44,6,False,False
2016-02-14,2016,2,14,6,Sunday,True,True,spring_festival,1.8,0.08443708609271523,0.9454022988505747,59061,winter,True,1.6,0,True,45,6,False,False
2016-02-15,2016,2,15,0,Monday,False,True,spring_festival,1.8,0.08443708609271523,1.0660919540229885,79349,winter,True,3.8,0,True,46,7,False,False
2016-02-16,2016,2,16,1,Tuesday,False,True,spring_festival,1.8,0.08443708609271523,0.9655172413793103,63634,winter,False,4.6,0,False,47,7,False,False
2016-02-17,2016,2,17,2,Wednesday,False,False,,1.0,0.08443708609271523,0.8850574712643678,33863,winter,False,9.2,0,False,48,7,False,False
2016-02-18,2016,2,18,3,Thursday,False,False,,1.0,0.08443708609271523,0.9655172413793103,41365,winter,False,7.0,0,False,49,7,False,False
2016-02-19,2016,2,19,4,Friday,False,False,,1.0,0.08443708609271523,1.0862068965517242,46630,winter,False,0.7,1,False,50,7,False,False
2016-02-20,2016,2,20,5,Saturday,True,False,,1.0,0.08443708609271523,1.0862068965517242,37698,winter,False,7.0,0,False,51,7,False,False
2016-02-21,2016,2,21,6,Sunday,True,False,,1.0,0.08443708609271523,0.9454022988505747,36999,winter,False,4.8,0,False,52,7,False,False
2016-02-22,2016,2,22,0,Monday,False,False,,1.0,0.08443708609271523,1.0660919540229885,49506,winter,False,4.0,1,False,53,8,False,False
2016-02-23,2016,2,23,1,Tuesday,False,False,,1.0,0.08443708609271523,0.9655172413793103,45416,winter,False,7.8,0,False,54,8,False,False
2016-02-24,2016,2,24,2,Wednesday,False,False,,1.0,0.08443708609271523,0.8850574712643678,27485,winter,False,9.1,0,False,55,8,False,False
2016-02-25,2016,2,25,3,Thursday,False,False,,1.0,0.08443708609271523,0.9655172413793103,38766,winter,False,8.8,0,False,56,8,False,True
2016-02-26,2016,2,26,4,Friday,False,False,,1.0,0.08443708609271523,1.0862068965517242,45704,winter,False,3.5,1,False,57,8,False,True
2016-02-27,2016,2,27,5,Saturday,True,False,,1.0,0.08443708609271523,1.0862068965517242,40475,winter,False,5.1,1,False,58,8,False,True
2016-02-28,2016,2,28,6,Sunday,True,False,,1.0,0.08443708609271523,0.9454022988505747,42819,winter,False,7.0,0,False,59,8,False,True
2016-02-29,2016,2,29,0,Monday,False,False,,1.0,0.08443708609271523,1.0660919540229885,44336,winter,False,8.9,1,False,60,9,False,True
2016-03-01,2016,3,1,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,31046,spring,False,8.6,0,False,61,9,True,False
2016-03-02,2016,3,2,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,23471,spring,False,9.4,1,False,62,9,True,False
2016-03-03,2016,3,3,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,24332,spring,False,6.7,1,False,63,9,True,False
2016-03-04,2016,3,4,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,29094,spring,False,6.4,1,False,64,9,True,False
2016-03-05,2016,3,5,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,29859,spring,False,12.4,0,False,65,9,True,False
2016-03-06,2016,3,6,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,31894,spring,False,14.1,0,False,66,9,False,False
2016-03-07,2016,3,7,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,31281,spring,False,9.8,1,False,67,10,False,False
2016-03-08,2016,3,8,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,21461,spring,False,13.0,1,False,68,10,False,False
2016-03-09,2016,3,9,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,23014,spring,False,11.1,1,False,69,10,False,False
2016-03-10,2016,3,10,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,30773,spring,False,8.1,0,False,70,10,False,False
2016-03-11,2016,3,11,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,32106,spring,False,11.1,0,False,71,10,False,False
2016-03-12,2016,3,12,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,31288,spring,False,14.6,0,False,72,10,False,False
2016-03-13,2016,3,13,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,29873,spring,False,9.9,0,False,73,10,False,False
2016-03-14,2016,3,14,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,28403,spring,False,14.7,0,False,74,11,False,False
2016-03-15,2016,3,15,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,25138,spring,False,2.1,1,False,75,11,False,False
2016-03-16,2016,3,16,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,22794,spring,False,12.5,0,False,76,11,False,False
2016-03-17,2016,3,17,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,27852,spring,False,10.3,1,False,77,11,False,False
2016-03-18,2016,3,18,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,43918,spring,False,9.1,1,False,78,11,False,False
2016-03-19,2016,3,19,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,29911,spring,False,10.3,0,False,79,11,False,False
2016-03-20,2016,3,20,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,25793,spring,False,4.0,0,False,80,11,False,False
2016-03-21,2016,3,21,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,29379,spring,False,9.3,0,False,81,12,False,False
2016-03-22,2016,3,22,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,27130,spring,False,11.1,0,False,82,12,False,False
2016-03-23,2016,3,23,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,25973,spring,False,14.4,0,False,83,12,False,False
2016-03-24,2016,3,24,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,25154,spring,False,8.4,1,False,84,12,False,False
2016-03-25,2016,3,25,4,Friday,False,False,,1.0,0.06456953642384106,1.0862068965517242,37721,spring,False,7.6,0,False,85,12,False,True
2016-03-26,2016,3,26,5,Saturday,True,False,,1.0,0.06456953642384106,1.0862068965517242,32856,spring,False,8.5,0,False,86,12,False,True
2016-03-27,2016,3,27,6,Sunday,True,False,,1.0,0.06456953642384106,0.9454022988505747,21129,spring,False,12.7,0,False,87,12,False,True
2016-03-28,2016,3,28,0,Monday,False,False,,1.0,0.06456953642384106,1.0660919540229885,25146,spring,False,11.0,0,False,88,13,False,True
2016-03-29,2016,3,29,1,Tuesday,False,False,,1.0,0.06456953642384106,0.9655172413793103,27985,spring,False,8.4,1,False,89,13,False,True
2016-03-30,2016,3,30,2,Wednesday,False,False,,1.0,0.06456953642384106,0.8850574712643678,31030,spring,False,11.5,0,False,90,13,False,True
2016-03-31,2016,3,31,3,Thursday,False,False,,1.0,0.06456953642384106,0.9655172413793103,31626,spring,False,10.3,0,False,91,13,False,True
2016-04-01,2016,4,1,4,Friday,False,False,,1.0,0.11092715231788079,1.0862068965517242,61539,spring,False,17.9,1,False,92,13,True,False
2016-04-02,2016,4,2,5,Saturday,True,False,,1.0,0.11092715231788079,1.0862068965517242,45522,spring,False,12.9,0,False,93,13,True,False
2016-04-03,2016,4,3,6,Sunday,True,False,,1.0,0.11092715231788079,0.9454022988505747,33835,spring,False,14.0,0,False,94,13,True,False
2016-04-04,2016,4,4,0,Monday,False,False,,1.0,0.11092715231788079,1.0660919540229885,53239,spring,False,13.8,1,False,95,14,True,False
2016-04-05,2016,4,5,1,Tuesday,False,True,qingming,1.4,0.11092715231788079,0.9655172413793103,65649,spring,False,10.6,0,False,96,14,True,False
2016-04-06,2016,4,6,2,Wednesday,False,True,qingming,1.4,0.11092715231788079,0.8850574712643678,71732,spring,False,15.9,1,False,97,14,False,False
2016-04-07,2016,4,7,3,Thursday,False,True,qingming,1.4,0.11092715231788079,0.9655172413793103,77369,spring,False,15.8,1,False,98,14,False,False
2016-04-08,2016,4,8,4,Friday,False,False,,1.0,0.11092715231788079,1.0862068965517242,59556,spring,False,15.0,1,False,99,14,False,False
2016-04-09,2016,4,9,5,Saturday,True,False,,1.0,0.11092715231788079,1.0862068965517242,50040,spring,False,14.3,1,False,100,14,False,False
2016-04-10,2016,4,10,6,Sunday,True,False,,1.0,0.11092715231788079,0.9454022988505747,33417,spring,False,10.8,1,False,101,14,False,False
2016-04-11,2016,4,11,0,Monday,False,False,,1.0,0.11092715231788079,1.0660919540229885,53775,spring,False,13.7,1,False,102,15,False,False
2016-04-12,2016,4,12,1,Tuesday,False,False,,1.0,0.11092715231788079,0.9655172413793103,52180,spring,False,14.0,0,False,103,15,False,False
2016-04-13,2016,4,13,2,Wednesday,False,False,,1.0,0.11092715231788079,0.8850574712643678,44111,spring,False,12.6,0,False,104,15,False,False
2016-04-14,2016,4,14,3,Thursday,False,False,,1.0,0.11092715231788079,0.9655172413793103,44060,spring,False,14.5,0,False,105,15,False,False
2016-04-15,2016,4,15,4,Friday,False,False,,1.0,0.11092715231788079,1.0862068965517242,56676,spring,False,16.2,1,False,106,15,False,False
2016-04-16,2016,4,16,5,Saturday,True,False,,1.0,0.11092715231788079,1.0862068965517242,63533,spring,False,20.7,1,False,107,15,False,False
2016-04-17,2016,4,17,6,Sunday,True,False,,1.0,0.11092715231788079,0.9454022988505747,45896,spring,False,15.5,1,False,108,15,False,False
2016-04-18,2016,4,18,0,Monday,False,False,,1.0,0.11092715231788079,1.0660919540229885,40067,spring,False,15.8,0,False,109,16,False,False
2016-04-19,2016,4,19,1,Tuesday,False,False,,1.0,0.11092715231788079,0.9655172413793103,52398,spring,False,14.8,0,False,110,16,False,False
2016-04-20,2016,4,20,2,Wednesday,False,False,,1.0,0.11092715231788079,0.8850574712643678,53065,spring,False,9.2,1,False,111,16,False,False
2016-04-21,2016,4,21,3,Thursday,False,False,,1.0,0.11092715231788079,0.9655172413793103,49940,spring,False,14.9,1,False,112,16,False,False
2016-04-22,2016,4,22,4,Friday,False,False,,1.0,0.11092715231788079,1.0862068965517242,47032,spring,False,15.2,0,False,113,16,False,False
2016-04-23,2016,4,23,5,Saturday,True,False,,1.0,0.11092715231788079,1.0862068965517242,60496,spring,False,22.4,1,False,114,16,False,False
2016-04-24,2016,4,24,6,Sunday,True,False,,1.0,0.11092715231788079,0.9454022988505747,42471,spring,False,14.4,1,False,115,16,False,False
2016-04-25,2016,4,25,0,Monday,False,False,,1.0,0.11092715231788079,1.0660919540229885,56537,spring,False,15.9,0,False,116,17,False,True
2016-04-26,2016,4,26,1,Tuesday,False,False,,1.0,0.11092715231788079,0.9655172413793103,50205,spring,False,14.9,0,False,117,17,False,True
2016-04-27,2016,4,27,2,Wednesday,False,False,,1.0,0.11092715231788079,0.8850574712643678,46212,spring,False,11.5,1,False,118,17,False,True
2016-04-28,2016,4,28,3,Thursday,False,False,,1.0,0.11092715231788079,0.9655172413793103,53510,spring,False,18.4,1,False,119,17,False,True
2016-04-29,2016,4,29,4,Friday,False,False,,1.0,0.11092715231788079,1.0862068965517242,54381,spring,False,17.3,0,False,120,17,False,True
2016-04-30,2016,4,30,5,Saturday,True,False,,1.0,0.11092715231788079,1.0862068965517242,54736,spring,False,17.4,1,False,121,17,False,True
2016-05-01,2016,5,1,6,Sunday,True,True,labor_day,1.6,0.10099337748344371,0.9454022988505747,83779,spring,False,17.3,1,False,122,17,True,False
2016-05-02,2016,5,2,0,Monday,False,True,labor_day,1.6,0.10099337748344371,1.0660919540229885,86413,spring,False,24.2,1,False,123,18,True,False
2016-05-03,2016,5,3,1,Tuesday,False,True,labor_day,1.6,0.10099337748344371,0.9655172413793103,63964,spring,False,15.8,1,False,124,18,True,False
2016-05-04,2016,5,4,2,Wednesday,False,True,labor_day,1.6,0.10099337748344371,0.8850574712643678,64044,spring,False,21.8,1,False,125,18,True,False
2016-05-05,2016,5,5,3,Thursday,False,True,labor_day,1.6,0.10099337748344371,0.9655172413793103,60766,spring,False,26.6,0,False,126,18,True,False
2016-05-06,2016,5,6,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,47805,spring,False,17.0,1,False,127,18,False,False
2016-05-07,2016,5,7,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,41400,spring,False,18.3,1,False,128,18,False,False
2016-05-08,2016,5,8,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,38214,spring,False,20.3,0,False,129,18,False,False
2016-05-09,2016,5,9,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,50745,spring,False,18.5,0,False,130,19,False,False
2016-05-10,2016,5,10,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,29218,spring,False,15.3,0,False,131,19,False,False
2016-05-11,2016,5,11,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,47761,spring,False,20.2,0,False,132,19,False,False
2016-05-12,2016,5,12,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,34947,spring,False,16.8,1,False,133,19,False,False
2016-05-13,2016,5,13,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,54910,spring,False,21.4,0,False,134,19,False,False
2016-05-14,2016,5,14,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,50855,spring,False,17.2,0,False,135,19,False,False
2016-05-15,2016,5,15,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,40161,spring,False,24.6,0,False,136,19,False,False
2016-05-16,2016,5,16,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,39194,spring,False,17.7,0,False,137,20,False,False
2016-05-17,2016,5,17,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,52957,spring,False,19.0,0,False,138,20,False,False
2016-05-18,2016,5,18,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,31235,spring,False,22.4,0,False,139,20,False,False
2016-05-19,2016,5,19,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,50631,spring,False,16.3,1,False,140,20,False,False
2016-05-20,2016,5,20,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,52010,spring,False,20.7,0,False,141,20,False,False
2016-05-21,2016,5,21,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,55230,spring,False,23.9,0,False,142,20,False,False
2016-05-22,2016,5,22,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,41717,spring,False,15.2,0,False,143,20,False,False
2016-05-23,2016,5,23,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,44876,spring,False,20.6,1,False,144,21,False,False
2016-05-24,2016,5,24,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,36901,spring,False,20.8,0,False,145,21,False,False
2016-05-25,2016,5,25,2,Wednesday,False,False,,1.0,0.10099337748344371,0.8850574712643678,42282,spring,False,22.3,1,False,146,21,False,True
2016-05-26,2016,5,26,3,Thursday,False,False,,1.0,0.10099337748344371,0.9655172413793103,30186,spring,False,16.3,1,False,147,21,False,True
2016-05-27,2016,5,27,4,Friday,False,False,,1.0,0.10099337748344371,1.0862068965517242,55780,spring,False,16.0,1,False,148,21,False,True
2016-05-28,2016,5,28,5,Saturday,True,False,,1.0,0.10099337748344371,1.0862068965517242,58312,spring,False,21.6,1,False,149,21,False,True
2016-05-29,2016,5,29,6,Sunday,True,False,,1.0,0.10099337748344371,0.9454022988505747,38542,spring,False,20.9,0,False,150,21,False,True
2016-05-30,2016,5,30,0,Monday,False,False,,1.0,0.10099337748344371,1.0660919540229885,58068,spring,False,20.8,1,False,151,22,False,True
2016-05-31,2016,5,31,1,Tuesday,False,False,,1.0,0.10099337748344371,0.9655172413793103,32889,spring,False,21.0,0,False,152,22,False,True
2016-06-01,2016,6,1,2,Wednesday,False,False,,1.0,0.11423841059602649,0.8850574712643678,32967,summer,False,23.0,1,False,153,22,True,False
2016-06-02,2016,6,2,3,Thursday,False,False,,1.0,0.11423841059602649,0.9655172413793103,52758,summer,False,25.7,1,False,154,22,True,False
2016-06-03,2016,6,3,4,Friday,False,False,,1.0,0.11423841059602649,1.0862068965517242,68062,summer,False,25.9,1,False,155,22,True,False
2016-06-04,2016,6,4,5,Saturday,True,False,,1.0,0.11423841059602649,1.0862068965517242,61785,summer,False,22.9,1,False,156,22,True,False
2016-06-05,2016,6,5,6,Sunday,True,False,,1.0,0.11423841059602649,0.9454022988505747,43756,summer,False,30.6,1,False,157,22,True,False
2016-06-06,2016,6,6,0,Monday,False,False,,1.0,0.11423841059602649,1.0660919540229885,53283,summer,False,26.4,1,False,158,23,False,False
2016-06-07,2016,6,7,1,Tuesday,False,False,,1.0,0.11423841059602649,0.9655172413793103,50097,summer,False,21.4,0,False,159,23,False,False
2016-06-08,2016,6,8,2,Wednesday,False,False,,1.0,0.11423841059602649,0.8850574712643678,53227,summer,False,27.0,1,False,160,23,False,False
2016-06-09,2016,6,9,3,Thursday,False,False,,1.0,0.11423841059602649,0.9655172413793103,57810,summer,False,22.1,1,False,161,23,False,False
2016-06-10,2016,6,10,4,Friday,False,True,dragon_boat,1.3,0.11423841059602649,1.0862068965517242,60701,summer,False,27.4,1,False,162,23,False,False
2016-06-11,2016,6,11,5,Saturday,True,True,dragon_boat,1.3,0.11423841059602649,1.0862068965517242,54073,summer,False,28.5,0,False,163,23,False,False
2016-06-12,2016,6,12,6,Sunday,True,True,dragon_boat,1.3,0.11423841059602649,0.9454022988505747,70538,summer,False,22.5,0,False,164,23,False,False
2016-06-13,2016,6,13,0,Monday,False,False,,1.0,0.11423841059602649,1.0660919540229885,63123,summer,False,27.9,1,False,165,24,False,False
2016-06-14,2016,6,14,1,Tuesday,False,False,,1.0,0.11423841059602649,0.9655172413793103,48045,summer,False,26.2,1,False,166,24,False,False
2016-06-15,2016,6,15,2,Wednesday,False,False,,1.0,0.11423841059602649,0.8850574712643678,52556,summer,False,27.5,1,False,167,24,False,False
2016-06-16,2016,6,16,3,Thursday,False,False,,1.0,0.11423841059602649,0.9655172413793103,48339,summer,False,30.7,0,False,168,24,False,False
2016-06-17,2016,6,17,4,Friday,False,False,,1.0,0.11423841059602649,1.0862068965517242,47532,summer,False,24.3,1,False,169,24,False,False
2016-06-18,2016,6,18,5,Saturday,True,False,,1.0,0.11423841059602649,1.0862068965517242,70097,summer,False,22.7,1,False,170,24,False,False
2016-06-19,2016,6,19,6,Sunday,True,False,,1.0,0.11423841059602649,0.9454022988505747,42416,summer,False,22.3,1,False,171,24,False,False
2016-06-20,2016,6,20,0,Monday,False,False,,1.0,0.11423841059602649,1.0660919540229885,59185,summer,False,22.6,1,False,172,25,False,False
2016-06-21,2016,6,21,1,Tuesday,False,False,,1.0,0.11423841059602649,0.9655172413793103,64354,summer,False,24.8,1,False,173,25,False,False
2016-06-22,2016,6,22,2,Wednesday,False,False,,1.0,0.11423841059602649,0.8850574712643678,51476,summer,False,26.0,0,False,174,25,False,False
2016-06-23,2016,6,23,3,Thursday,False,False,,1.0,0.11423841059602649,0.9655172413793103,40811,summer,False,25.8,1,False,175,25,False,False
2016-06-24,2016,6,24,4,Friday,False,False,,1.0,0.11423841059602649,1.0862068965517242,64743,summer,False,27.5,0,False,176,25,False,False
2016-06-25,2016,6,25,5,Saturday,True,False,,1.0,0.11423841059602649,1.0862068965517242,54078,summer,False,25.0,1,False,177,25,False,True
2016-06-26,2016,6,26,6,Sunday,True,False,,1.0,0.11423841059602649,0.9454022988505747,53016,summer,False,29.4,1,False,178,25,False,True
2016-06-27,2016,6,27,0,Monday,False,False,,1.0,0.11423841059602649,1.0660919540229885,50986,summer,False,24.2,0,False,179,26,False,True
2016-06-28,2016,6,28,1,Tuesday,False,False,,1.0,0.11423841059602649,0.9655172413793103,41061,summer,False,33.2,1,False,180,26,False,True
2016-06-29,2016,6,29,2,Wednesday,False,False,,1.0,0.11423841059602649,0.8850574712643678,51081,summer,False,26.9,0,False,181,26,False,True
2016-06-30,2016,6,30,3,Thursday,False,False,,1.0,0.11423841059602649,0.9655172413793103,49447,summer,False,22.4,0,False,182,26,False,True
2016-07-01,2016,7,1,4,Friday,False,False,,1.0,0.09768211920529801,1.0862068965517242,38625,summer,True,26.8,1,False,183,26,True,False
2016-07-02,2016,7,2,5,Saturday,True,False,,1.0,0.09768211920529801,1.0862068965517242,46297,summer,True,31.4,0,False,184,26,True,False
2016-07-03,2016,7,3,6,Sunday,True,False,,1.0,0.09768211920529801,0.9454022988505747,48572,summer,True,29.3,1,False,185,26,True,False
2016-07-04,2016,7,4,0,Monday,False,False,,1.0,0.09768211920529801,1.0660919540229885,58824,summer,True,32.1,0,False,186,27,True,False
2016-07-05,2016,7,5,1,Tuesday,False,False,,1.0,0.09768211920529801,0.9655172413793103,46679,summer,True,31.4,1,False,187,27,True,False
2016-07-06,2016,7,6,2,Wednesday,False,False,,1.0,0.09768211920529801,0.8850574712643678,41287,summer,True,29.8,0,False,188,27,False,False
2016-07-07,2016,7,7,3,Thursday,False,False,,1.0,0.09768211920529801,0.9655172413793103,38305,summer,True,27.5,1,False,189,27,False,False
2016-07-08,2016,7,8,4,Friday,False,False,,1.0,0.09768211920529801,1.0862068965517242,45146,summer,True,25.5,0,False,190,27,False,False
