date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors,quarter,is_month_start,is_month_end,season,visitors_lag1,visitors_lag7,visitors_ma7,visitors_ma30
2018-03-23,2018,3,23,4,82,12,0,0,1,1,69,0.2,0,78205,1,0,0,Spring,67105.0,80000.0,70536.71428571429,60697.4
2018-03-24,2018,3,24,5,83,12,1,0,1,1,73,0.2,1,80000,1,0,0,Spring,78205.0,80000.0,70536.71428571429,62030.63333333333
2018-03-25,2018,3,25,6,84,12,1,0,1,1,77,0.2,0,80000,1,0,0,Spring,80000.0,77958.0,70828.42857142857,63352.0
2018-03-26,2018,3,26,0,85,13,0,0,1,1,74,0.2,0,69134,1,0,0,Spring,80000.0,64346.0,71512.42857142857,63852.833333333336
2018-03-27,2018,3,27,1,86,13,0,0,1,1,76,0.2,0,69794,1,0,0,Spring,69134.0,59450.0,72990.14285714286,64588.53333333333
2018-03-28,2018,3,28,2,87,13,0,0,1,1,77,0.2,0,69283,1,0,0,Spring,69794.0,66693.0,73360.14285714286,65891.0
2018-03-29,2018,3,29,3,88,13,0,0,1,1,69,0.2,0,80000,1,0,0,Spring,69283.0,67105.0,75202.28571428571,67467.73333333334
2018-03-30,2018,3,30,4,89,13,0,0,1,1,68,0.2,0,80000,1,0,0,Spring,80000.0,78205.0,75458.71428571429,69132.86666666667
2018-03-31,2018,3,31,5,90,13,1,0,1,1,76,0.2,0,80000,1,0,1,Spring,80000.0,80000.0,75458.71428571429,69890.66666666667
2018-04-01,2018,4,1,6,91,13,1,0,1,1,79,0.22,0,80000,2,1,0,Spring,80000.0,80000.0,75458.71428571429,70468.36666666667
2018-04-02,2018,4,2,0,92,14,0,0,1,1,81,0.22,1,80000,2,0,0,Spring,80000.0,69134.0,77011.0,70468.36666666667
2018-04-03,2018,4,3,1,93,14,0,0,1,1,73,0.22,0,68478,2,0,0,Spring,80000.0,69794.0,76823.0,70084.3
2018-04-04,2018,4,4,2,94,14,0,0,1,1,75,0.22,1,74763,2,0,0,Spring,68478.0,69283.0,77605.85714285714,71057.03333333334
2018-04-05,2018,4,5,3,95,14,0,0,1,1,77,0.22,0,80000,2,0,0,Spring,74763.0,80000.0,77605.85714285714,72056.86666666667
2018-04-06,2018,4,6,4,96,14,0,0,1,1,75,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,77605.85714285714,73134.56666666667
2018-04-07,2018,4,7,5,97,14,1,0,1,1,73,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,77605.85714285714,74065.06666666667
2018-04-08,2018,4,8,6,98,14,1,0,1,1,79,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,77605.85714285714,74620.26666666666
2018-04-09,2018,4,9,0,99,15,0,0,1,1,79,0.22,1,78236,2,0,0,Spring,80000.0,80000.0,77353.85714285714,74561.46666666666
2018-04-10,2018,4,10,1,100,15,0,0,1,1,82,0.22,1,64947,2,0,0,Spring,78236.0,68478.0,76849.42857142857,74059.7
2018-04-11,2018,4,11,2,101,15,0,0,1,1,80,0.22,0,70685,2,0,0,Spring,64947.0,74763.0,76266.85714285714,73997.16666666667
2018-04-12,2018,4,12,3,102,15,0,0,1,1,77,0.22,1,80000,2,0,0,Spring,70685.0,80000.0,76266.85714285714,74584.3
2018-04-13,2018,4,13,4,103,15,0,0,1,1,82,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,76266.85714285714,75184.06666666667
2018-04-14,2018,4,14,5,104,15,1,0,1,1,77,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,76266.85714285714,75302.56666666667
2018-04-15,2018,4,15,6,105,15,1,0,1,1,77,0.22,0,80000,2,0,0,Spring,80000.0,80000.0,76266.85714285714,75302.56666666667
2018-04-16,2018,4,16,0,106,16,0,0,1,1,73,0.22,0,74182,2,0,0,Spring,80000.0,78236.0,75687.71428571429,75108.63333333333
2018-04-17,2018,4,17,1,107,16,0,0,1,1,82,0.22,0,63916,2,0,0,Spring,74182.0,64947.0,75540.42857142857,74640.56666666667
2018-04-18,2018,4,18,2,108,16,0,0,1,1,77,0.22,0,70333,2,0,0,Spring,63916.0,70685.0,75490.14285714286,74840.13333333333
2018-04-19,2018,4,19,3,109,16,0,0,1,1,78,0.22,0,76447,2,0,0,Spring,70333.0,80000.0,74982.57142857143,75406.7
2018-04-20,2018,4,20,4,110,16,0,0,1,1,73,0.22,0,67841,2,0,0,Spring,76447.0,80000.0,73245.57142857143,75444.96666666666
2018-04-21,2018,4,21,5,111,16,1,0,1,1,83,0.22,0,80000,2,0,0,Spring,67841.0,80000.0,73245.57142857143,75874.8
2018-04-22,2018,4,22,6,112,16,1,0,1,1,79,0.22,1,59814,2,0,0,Spring,80000.0,80000.0,70361.85714285714,75261.76666666666
2018-04-23,2018,4,23,0,113,17,0,0,1,1,73,0.22,1,57653,2,0,0,Spring,59814.0,74182.0,68000.57142857143,74516.86666666667
2018-04-24,2018,4,24,1,114,17,0,0,1,1,83,0.22,0,52062,2,0,0,Spring,57653.0,63916.0,66307.14285714286,73585.6
2018-04-25,2018,4,25,2,115,17,0,0,1,1,74,0.22,0,57628,2,0,0,Spring,52062.0,70333.0,64492.142857142855,73202.06666666667
2018-04-26,2018,4,26,3,116,17,0,0,1,1,74,0.22,0,58304,2,0,0,Spring,57628.0,76447.0,61900.28571428572,72819.06666666667
2018-04-27,2018,4,27,4,117,17,0,0,1,1,77,0.22,0,79267,2,0,0,Spring,58304.0,67841.0,63532.57142857143,73151.86666666667
2018-04-28,2018,4,28,5,118,17,1,0,1,1,82,0.22,0,78523,2,0,0,Spring,79267.0,80000.0,63321.57142857143,73102.63333333333
2018-04-29,2018,4,29,6,119,17,1,0,1,1,79,0.22,0,80000,2,0,0,Spring,78523.0,59814.0,66205.28571428571,73102.63333333333
2018-04-30,2018,4,30,0,120,18,0,0,1,1,73,0.22,0,52052,2,0,1,Spring,80000.0,57653.0,65405.142857142855,72171.03333333334
2018-05-01,2018,5,1,1,121,18,0,0,0,0,86,0.28,0,44425,2,1,0,Spring,52052.0,52062.0,64314.142857142855,70985.2
2018-05-02,2018,5,2,2,122,18,0,0,0,0,77,0.28,0,52537,2,0,0,Spring,44425.0,57628.0,63586.857142857145,70069.76666666666
2018-05-03,2018,5,3,3,123,18,0,0,0,0,77,0.28,0,48558,2,0,0,Spring,52537.0,58304.0,62194.57142857143,69405.76666666666
2018-05-04,2018,5,4,4,124,18,0,0,0,0,82,0.28,0,55706,2,0,0,Spring,48558.0,79267.0,58828.71428571428,68770.53333333334
2018-05-05,2018,5,5,5,125,18,1,0,0,0,78,0.28,0,70437,2,0,0,Spring,55706.0,78523.0,57673.57142857143,68451.76666666666
2018-05-06,2018,5,6,6,126,18,1,0,0,0,77,0.28,0,62081,2,0,0,Spring,70437.0,80000.0,55113.71428571428,67854.46666666666
2018-05-07,2018,5,7,0,127,19,0,0,0,0,82,0.28,1,38665,2,0,0,Spring,62081.0,52052.0,53201.28571428572,66476.63333333333
2018-05-08,2018,5,8,1,128,19,0,0,0,0,78,0.28,0,44899,2,0,0,Spring,38665.0,44425.0,53269.0,65306.6
2018-05-09,2018,5,9,2,129,19,0,0,0,0,82,0.28,0,45402,2,0,0,Spring,44899.0,52537.0,52249.71428571428,64212.13333333333
2018-05-10,2018,5,10,3,130,19,0,0,0,0,86,0.28,0,44148,2,0,0,Spring,45402.0,48558.0,51619.71428571428,63518.833333333336
2018-05-11,2018,5,11,4,131,19,0,0,0,0,84,0.28,0,60846,2,0,0,Spring,44148.0,55706.0,52354.0,63190.86666666667
2018-05-12,2018,5,12,5,132,19,1,0,0,0,78,0.28,0,68849,2,0,0,Spring,60846.0,70437.0,52127.142857142855,62819.166666666664
2018-05-13,2018,5,13,6,133,19,1,0,0,0,87,0.28,0,51296,2,0,0,Spring,68849.0,62081.0,50586.42857142857,61862.36666666667
2018-05-14,2018,5,14,0,134,20,0,0,0,0,85,0.28,0,43248,2,0,0,Spring,51296.0,38665.0,51241.142857142855,60637.3
2018-05-15,2018,5,15,1,135,20,0,0,0,0,84,0.28,0,44737,2,0,0,Spring,43248.0,44899.0,51218.0,59461.86666666667
2018-05-16,2018,5,16,2,136,20,0,0,0,0,86,0.28,0,46078,2,0,0,Spring,44737.0,45402.0,51314.57142857143,58525.066666666666
2018-05-17,2018,5,17,3,137,20,0,0,0,0,77,0.28,0,46557,2,0,0,Spring,46078.0,44148.0,51658.71428571428,57946.433333333334
2018-05-18,2018,5,18,4,138,20,0,0,0,0,83,0.28,0,54067,2,0,0,Spring,46557.0,60846.0,50690.28571428572,57404.23333333333
2018-05-19,2018,5,19,5,139,20,1,0,0,0,86,0.28,0,77943,2,0,0,Spring,54067.0,68849.0,51989.42857142857,57454.1
2018-05-20,2018,5,20,6,140,20,1,0,0,0,82,0.28,0,68703,2,0,0,Spring,77943.0,51296.0,54476.142857142855,57482.833333333336
2018-05-21,2018,5,21,0,141,21,0,0,0,0,82,0.28,0,46358,2,0,0,Spring,68703.0,43248.0,54920.42857142857,56361.433333333334
2018-05-22,2018,5,22,1,142,21,0,0,0,0,82,0.28,0,43855,2,0,0,Spring,46358.0,44737.0,54794.42857142857,55829.46666666667
2018-05-23,2018,5,23,2,143,21,0,0,0,0,82,0.28,1,48758,2,0,0,Spring,43855.0,46078.0,55177.28571428572,55532.96666666667
2018-05-24,2018,5,24,3,144,21,0,0,0,0,86,0.28,0,49704,2,0,0,Spring,48758.0,46557.0,55626.857142857145,55454.36666666667
2018-05-25,2018,5,25,4,145,21,0,0,0,0,83,0.28,0,56799,2,0,0,Spring,49704.0,54067.0,56017.142857142855,55426.73333333333
2018-05-26,2018,5,26,5,146,21,1,0,0,0,79,0.28,0,58657,2,0,0,Spring,56799.0,77943.0,53262.0,55438.5
2018-05-27,2018,5,27,6,147,21,1,0,0,0,82,0.28,1,62503,2,0,0,Spring,58657.0,68703.0,52376.28571428572,54879.7
2018-05-28,2018,5,28,0,148,22,0,1,0,0,79,0.28,1,44514,2,0,0,Spring,62503.0,46358.0,52112.857142857145,53746.066666666666
2018-05-29,2018,5,29,1,149,22,0,0,0,0,83,0.28,0,40673,2,0,0,Spring,44514.0,43855.0,51658.28571428572,52435.166666666664
2018-05-30,2018,5,30,2,150,22,0,0,0,0,83,0.28,0,43031,2,0,0,Spring,40673.0,48758.0,50840.142857142855,52134.46666666667
2018-05-31,2018,5,31,3,151,22,0,0,0,0,84,0.28,1,53610,2,0,1,Spring,43031.0,49704.0,51398.142857142855,52440.63333333333
2018-06-01,2018,6,1,4,152,22,0,0,1,1,82,0.45,1,74942,2,1,0,Summer,53610.0,56799.0,53990.0,53187.46666666667
2018-06-02,2018,6,2,5,153,22,1,0,1,1,89,0.45,0,80000,2,0,0,Summer,74942.0,58657.0,57039.0,54235.53333333333
2018-06-03,2018,6,3,6,154,22,1,0,1,1,85,0.45,0,78605,2,0,0,Summer,80000.0,62503.0,59339.28571428572,54998.833333333336
2018-06-04,2018,6,4,0,155,23,0,0,1,1,89,0.45,0,53987,2,0,0,Summer,78605.0,44514.0,60692.57142857143,54450.5
2018-06-05,2018,6,5,1,156,23,0,0,1,1,90,0.45,1,57776,2,0,0,Summer,53987.0,40673.0,63135.857142857145,54307.0
2018-06-06,2018,6,6,2,157,23,0,0,1,1,85,0.45,1,52004,2,0,0,Summer,57776.0,43031.0,64417.71428571428,54751.63333333333
2018-06-07,2018,6,7,3,158,23,0,0,1,1,87,0.45,0,64874,2,0,0,Summer,52004.0,53610.0,66026.85714285714,55417.46666666667
2018-06-08,2018,6,8,4,159,23,0,0,1,1,91,0.45,1,70770,2,0,0,Summer,64874.0,74942.0,65430.857142857145,56263.066666666666
2018-06-09,2018,6,9,5,160,23,1,0,1,1,89,0.45,0,80000,2,0,0,Summer,70770.0,80000.0,65430.857142857145,57458.13333333333
2018-06-10,2018,6,10,6,161,23,1,0,1,1,84,0.45,0,79295,2,0,0,Summer,80000.0,78605.0,65529.42857142857,58073.1
2018-06-11,2018,6,11,0,162,24,0,0,1,1,82,0.45,1,48949,2,0,0,Summer,79295.0,53987.0,64809.71428571428,57409.76666666667
2018-06-12,2018,6,12,1,163,24,0,0,1,1,89,0.45,1,55425,2,0,0,Summer,48949.0,57776.0,64473.857142857145,57547.4
2018-06-13,2018,6,13,2,164,24,0,0,1,1,82,0.45,0,60220,2,0,0,Summer,55425.0,52004.0,65647.57142857143,58113.13333333333
2018-06-14,2018,6,14,3,165,24,0,0,1,1,83,0.45,0,49911,2,0,0,Summer,60220.0,64874.0,63510.0,58285.6
2018-06-15,2018,6,15,4,166,24,0,0,1,1,90,0.45,0,69991,2,0,0,Summer,49911.0,70770.0,63398.71428571428,59082.7
2018-06-16,2018,6,16,5,167,24,1,0,1,1,82,0.45,1,80000,2,0,0,Summer,69991.0,80000.0,63398.71428571428,60197.46666666667
2018-06-17,2018,6,17,6,168,24,1,0,1,1,83,0.45,0,80000,2,0,0,Summer,80000.0,79295.0,63499.42857142857,61061.9
2018-06-18,2018,6,18,0,169,25,0,0,1,1,86,0.45,0,51653,2,0,0,Summer,80000.0,48949.0,63885.71428571428,60185.566666666666
2018-06-19,2018,6,19,1,170,25,0,0,1,1,83,0.45,0,46974,2,0,0,Summer,51653.0,55425.0,62678.42857142857,59461.26666666667
2018-06-20,2018,6,20,2,171,25,0,0,1,1,90,0.45,1,54942,2,0,0,Summer,46974.0,60220.0,61924.42857142857,59747.4
2018-06-21,2018,6,21,3,172,25,0,0,1,1,88,0.45,0,55657,2,0,0,Summer,54942.0,49911.0,62745.28571428572,60140.8
2018-06-22,2018,6,22,4,173,25,0,0,1,1,91,0.45,0,75646,2,0,0,Summer,55657.0,69991.0,63553.142857142855,61037.066666666666
2018-06-23,2018,6,23,5,174,25,1,0,1,1,86,0.45,0,76195,2,0,0,Summer,75646.0,80000.0,63009.57142857143,61920.1
2018-06-24,2018,6,24,6,175,25,1,0,1,1,87,0.45,0,80000,2,0,0,Summer,76195.0,80000.0,63009.57142857143,62693.46666666667
2018-06-25,2018,6,25,0,176,26,0,0,1,1,81,0.45,0,46245,2,0,0,Summer,80000.0,51653.0,62237.0,62279.73333333333
2018-06-26,2018,6,26,1,177,26,0,0,1,1,83,0.45,0,51564,2,0,0,Summer,46245.0,46974.0,62892.71428571428,61915.1
2018-06-27,2018,6,27,2,178,26,0,0,1,1,83,0.45,0,56993,2,0,0,Summer,51564.0,54942.0,63185.71428571428,62331.066666666666
2018-06-28,2018,6,28,3,179,26,0,0,1,1,82,0.45,1,62763,2,0,0,Summer,56993.0,55657.0,64200.857142857145,63067.4
2018-06-29,2018,6,29,4,180,26,0,0,1,1,87,0.45,1,60694,2,0,0,Summer,62763.0,75646.0,62064.857142857145,63656.166666666664
2018-06-30,2018,6,30,5,181,26,1,0,1,1,89,0.45,1,80000,2,0,1,Summer,60694.0,76195.0,62608.42857142857,64535.833333333336
2018-07-01,2018,7,1,6,182,26,1,0,1,1,86,0.5,1,80000,3,1,0,Summer,80000.0,80000.0,62608.42857142857,64704.433333333334
2018-07-02,2018,7,2,0,183,27,0,0,1,1,87,0.5,1,80000,3,0,0,Summer,80000.0,46245.0,67430.57142857143,64704.433333333334
2018-07-03,2018,7,3,1,184,27,0,0,1,1,85,0.5,0,80000,3,0,0,Summer,80000.0,51564.0,71492.85714285714,64750.933333333334
2018-07-04,2018,7,4,2,185,27,0,1,1,1,93,0.5,1,80000,3,0,0,Summer,80000.0,56993.0,74779.57142857143,65618.03333333334
2018-07-05,2018,7,5,3,186,27,0,0,1,1,91,0.5,0,80000,3,0,0,Summer,80000.0,62763.0,77242.0,66358.83333333333
