year,month,day,weekday,month_sin,month_cos,weekday_sin,weekday_cos,day_of_year_sin,day_of_year_cos,is_weekend,is_holiday,is_school_break,is_rainy,has_special_event,weekend_or_holiday,summer_weekend,holiday_multiplier,temperature,attendance_lag1,attendance_lag7,attendance_rolling_30,season_encoded,attendance
2016,1,20,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.3375228995941133,0.9413173175128471,False,False,True,True,True,0,0,1.0,0.8,31029.0,36999.0,36754.75,3,28382
2016,1,21,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.3536761221763716,0.9353679493131483,False,False,True,False,True,0,0,1.0,9.4,28382.0,41590.0,36260.90476190476,3,26384
2016,1,22,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.3697245428906731,0.9291414114031743,False,False,True,False,True,0,0,1.0,4.3,26384.0,32664.0,35983.318181818184,3,30154
2016,1,23,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.38566340624360707,0.9226395488404876,True,False,True,False,True,1,1,1.0,5.2,30154.0,25252.0,35839.782608695656,3,32682
2016,1,24,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.401487989205973,0.9158642882672872,True,False,True,True,True,1,1,1.0,0.7,32682.0,29909.0,35403.791666666664,3,25376
2016,1,25,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.4171936026123168,0.9088176373395029,False,False,True,False,True,0,0,1.0,3.4,25376.0,36170.0,35347.96,3,34008
2016,1,26,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.4327755925504312,0.901501684131884,False,False,True,True,True,0,0,1.0,5.3,34008.0,31029.0,35481.846153846156,3,38829
2016,1,27,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.4482293417404106,0.893918596519257,False,False,True,True,True,0,0,1.0,1.5,38829.0,28382.0,35440.74074074074,3,34372
2016,1,28,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.4635502709028509,0.886070621534138,False,False,True,False,True,0,0,1.0,6.1,34372.0,26384.0,35510.357142857145,3,37390
2016,1,29,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.47873384011578846,0.8779600847008882,False,False,True,False,True,0,0,1.0,3.2,37390.0,30154.0,35838.03448275862,3,45013
2016,1,30,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.4937755501599772,0.869589389346611,True,False,True,False,True,1,1,1.0,4.1,45013.0,32682.0,35536.86666666667,3,26803
2016,1,31,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.5086709438521044,0.8609610158889943,True,False,True,False,True,1,1,1.0,3.2,26803.0,25376.0,34872.73333333333,3,30502
2016,2,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.5234156073655503,0.8520775211013093,False,False,True,True,True,0,0,1.0,11.6,30502.0,34008.0,34516.53333333333,3,41284
2016,2,2,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.5380051715382996,0.8429415373547828,False,False,True,False,True,0,0,1.0,6.0,41284.0,38829.0,34016.23333333333,3,31464
2016,2,3,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.5524353131676196,0.8335557718385699,False,False,True,False,True,0,0,1.0,2.8,31464.0,34372.0,34025.166666666664,3,41244
2016,2,4,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.5667017562911176,0.8239230057575542,False,False,True,True,True,0,0,1.0,8.5,41244.0,37390.0,33955.96666666667,3,41519
2016,2,5,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.5808002734538009,0.8140460935082178,False,False,True,False,True,0,0,1.0,2.3,41519.0,45013.0,34121.2,3,32646
2016,2,6,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.5947266869607634,0.8039279618328213,True,False,True,False,True,1,1,1.0,6.6,32646.0,26803.0,34247.7,3,40455
2016,2,7,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.6084768701151261,0.7935716089521474,True,False,True,False,True,1,1,1.0,0.1,40455.0,30502.0,34195.23333333333,3,30167
2016,2,8,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.6220467484408675,0.7829801036770629,False,False,True,False,True,0,0,1.0,2.0,30167.0,41284.0,34362.833333333336,3,46042
2016,2,9,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.6354323008901774,0.7721565844991642,False,False,True,False,True,0,0,1.0,6.6,46042.0,31464.0,34273.8,3,36310
2016,2,10,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.6486295610349814,0.7611042586607747,False,True,True,False,True,1,0,1.8,8.2,36310.0,41244.0,35797.96666666667,3,73971
2016,2,11,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.6616346182422783,0.7498264012045686,False,True,True,False,True,1,0,1.8,6.5,73971.0,41519.0,36529.36666666667,3,57271
2016,2,12,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.6744436188329455,0.7383263540031065,False,True,True,True,True,1,0,1.8,5.7,57271.0,32646.0,37632.26666666667,3,70086
2016,2,13,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.6870527672236669,0.7266075247685656,True,True,True,False,True,1,1,1.8,5.1,70086.0,40455.0,38667.8,3,72656
2016,2,14,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.6994583270516471,0.7146733860429609,True,True,True,False,True,1,1,1.8,1.6,72656.0,30167.0,39547.7,3,59061
2016,2,15,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.7116566222817746,0.702527474169157,False,True,True,False,True,1,0,1.8,3.8,59061.0,46042.0,41350.933333333334,3,79349
2016,2,16,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.7236440382959124,0.6901733882429719,False,True,False,False,False,1,0,1.8,4.6,79349.0,36310.0,42475.1,3,63634
2016,2,17,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.7354170229639855,0.6776147890466889,False,False,False,False,False,0,0,1.0,9.2,63634.0,73971.0,42398.2,3,33863
2016,2,18,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.7469720876965552,0.6648553979642865,False,False,False,False,False,0,0,1.0,7.0,33863.0,57271.0,42742.73333333333,3,41365
2016,2,19,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.7583058084785625,0.6518989958787126,False,False,False,True,False,0,0,1.0,0.7,41365.0,70086.0,43351.0,3,46630
2016,2,20,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.7694148268839378,0.6387494220515272,True,False,False,False,False,1,0,1.0,7.0,46630.0,72656.0,43728.13333333333,3,37698
2016,2,21,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.7802958510707755,0.6254105729852463,True,False,False,False,False,1,0,1.0,4.8,37698.0,59061.0,43956.3,3,36999
2016,2,22,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.7909456567567772,0.6118864012687243,False,False,False,True,False,0,0,1.0,4.0,36999.0,79349.0,44517.1,3,49506
2016,2,23,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.8013610881746766,0.5981809144059164,False,False,False,False,False,0,0,1.0,7.8,49506.0,63634.0,45185.1,3,45416
2016,2,24,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.8115390590073611,0.5842981736283683,False,False,False,False,False,0,0,1.0,9.1,45416.0,33863.0,44967.666666666664,3,27485
2016,2,25,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.8214765533024142,0.5702422926917871,False,False,False,False,False,0,0,1.0,8.8,27485.0,41365.0,44965.566666666666,3,38766
2016,2,26,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8311706263658079,0.5560174366570446,False,False,False,True,False,0,0,1.0,3.5,38766.0,46630.0,45343.3,3,45704
2016,2,27,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8406184056344782,0.5416278206559814,True,False,False,True,False,1,0,1.0,5.1,45704.0,37698.0,45446.13333333333,3,40475
2016,2,28,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8498170915275278,0.5270777086423722,True,False,False,False,False,1,0,1.0,7.0,40475.0,36999.0,45373.0,3,42819
2016,2,29,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.8587639582758029,0.5123714121284237,False,False,False,True,False,0,0,1.0,8.9,42819.0,49506.0,45957.433333333334,3,44336
2016,3,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.8674563547295968,0.49751328890718066,False,False,False,False,False,0,0,1.0,8.6,44336.0,45416.0,45975.566666666666,0,31046
2016,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.8758917051442429,0.48250774176121847,False,False,False,True,False,0,0,1.0,9.4,31046.0,27485.0,45381.8,0,23471
2016,3,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.8840675099433636,0.46735921715800227,False,False,False,True,False,0,0,1.0,6.7,23471.0,38766.0,45144.066666666666,0,24332
2016,3,4,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.8919813464595485,0.45207220393230435,False,False,False,True,False,0,0,1.0,6.4,24332.0,45704.0,44739.066666666666,0,29094
2016,3,5,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8996308696522433,0.43665123195606403,True,False,False,False,False,1,0,1.0,12.4,29094.0,40475.0,44350.4,0,29859
2016,3,6,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9070138128026359,0.4211008707960896,True,False,False,False,False,1,0,1.0,14.1,29859.0,42819.0,44325.333333333336,0,31894
2016,3,7,0,1.0,6.123233995736766e-17,0.0,1.0,0.9141279881853337,0.40542572835999735,False,False,False,True,False,0,0,1.0,9.8,31894.0,44336.0,44019.53333333333,0,31281
2016,3,8,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9209712877166346,0.38963044953078796,False,False,False,True,False,0,0,1.0,13.0,31281.0,31046.0,43729.333333333336,0,21461
2016,3,9,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9275416835791966,0.37371971479046906,False,False,False,True,False,0,0,1.0,11.1,21461.0,23471.0,42961.73333333333,0,23014
2016,3,10,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9338372288229252,0.35769823883312546,False,False,False,False,False,0,0,1.0,8.1,23014.0,24332.0,42777.166666666664,0,30773
2016,3,11,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9398560579418954,0.3415707691678556,False,False,False,False,False,0,0,1.0,11.1,30773.0,29094.0,41381.666666666664,0,32106
2016,3,12,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9455963874271426,0.3253420847119801,True,False,False,False,False,1,0,1.0,14.6,32106.0,29859.0,40515.566666666666,0,31288
2016,3,13,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9510565162951535,0.30901699437494745,True,False,False,False,False,1,0,1.0,9.9,31288.0,31894.0,39175.13333333333,0,29873
2016,3,14,0,1.0,6.123233995736766e-17,0.0,1.0,0.9562348265919056,0.29260033563334836,False,False,False,False,False,0,0,1.0,14.7,29873.0,31281.0,37700.03333333333,0,28403
2016,3,15,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9611297838723007,0.27609697309746883,False,False,False,True,False,0,0,1.0,2.1,28403.0,21461.0,36569.26666666667,0,25138
2016,3,16,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9657399376548549,0.2595117970697999,False,False,False,False,False,0,0,1.0,12.5,25138.0,23014.0,34684.1,0,22794
2016,3,17,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.970063921851507,0.2428497220959356,False,False,False,True,False,0,0,1.0,10.3,22794.0,30773.0,33491.36666666667,0,27852
2016,3,18,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.9741004551724205,0.22611568550828828,False,False,False,True,False,0,0,1.0,9.1,27852.0,32106.0,33826.53333333333,0,43918
2016,3,19,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.9778483415056568,0.20931464596304847,True,False,False,False,False,1,0,1.0,10.3,43918.0,31288.0,33444.73333333333,0,29911
2016,3,20,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9813064702716093,0.19245158197082998,True,False,False,False,False,1,0,1.0,4.0,29911.0,29873.0,32750.166666666668,0,25793
2016,3,21,0,1.0,6.123233995736766e-17,0.0,1.0,0.9844738167520922,0.1755314904214282,False,False,False,False,False,0,0,1.0,9.3,25793.0,28403.0,32472.866666666665,0,29379
2016,3,22,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9873494423939864,0.15855938510313478,False,False,False,False,False,0,0,1.0,11.1,29379.0,25138.0,32143.9,0,27130
2016,3,23,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.989932495087353,0.141540295217043,False,False,False,False,False,0,0,1.0,14.4,27130.0,22794.0,31359.466666666667,0,25973
2016,3,24,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9922222094179323,0.12447926388678915,False,False,False,True,False,0,0,1.0,8.4,25973.0,27852.0,30684.066666666666,0,25154
2016,3,25,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.994217906893952,0.10738134666416309,False,False,False,False,False,0,0,1.0,7.6,25154.0,43918.0,31025.266666666666,0,37721
2016,3,26,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.995918996147179,0.09025161003104117,True,False,False,False,False,1,0,1.0,8.5,37721.0,29911.0,30828.266666666666,0,32856
2016,3,27,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.9973249731081555,0.07309512989807777,True,False,False,False,False,1,0,1.0,12.7,32856.0,25793.0,30009.1,0,21129
2016,3,28,0,1.0,6.123233995736766e-17,0.0,1.0,0.9984354211555643,0.055916990100603484,False,False,False,False,False,0,0,1.0,11.0,21129.0,29379.0,29498.133333333335,0,25146
2016,3,29,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.9992500112396835,0.03872228089217446,False,False,False,True,False,0,0,1.0,8.4,25146.0,27130.0,29003.666666666668,0,27985
2016,3,30,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.9997685019798909,0.021516097436222254,False,False,False,False,False,0,0,1.0,11.5,27985.0,25973.0,28560.133333333335,0,31030
2016,3,31,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.9999907397361901,0.004303538296244289,False,False,False,False,False,0,0,1.0,10.3,31030.0,25154.0,28579.466666666667,0,31626
2016,4,1,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9999166586547379,-0.01291029607500882,False,False,False,True,False,0,0,1.0,17.9,31626.0,37721.0,29848.4,0,61539
2016,4,2,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9995462806873573,-0.030120304846908114,True,False,False,False,False,1,0,1.0,12.9,61539.0,32856.0,30554.733333333334,0,45522
2016,4,3,6,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9988797155850336,-0.04732138832243185,True,False,False,False,False,1,0,1.0,14.0,45522.0,21129.0,30712.766666666666,0,33835
2016,4,4,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9979171608653922,-0.06450844944931623,False,False,False,True,False,0,0,1.0,13.8,33835.0,25146.0,31492.1,0,53239
2016,4,5,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9966589017541702,-0.08167639533042241,False,True,False,False,False,1,0,1.4,10.6,53239.0,27985.0,32617.266666666666,0,65649
2016,4,6,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.9951053111006976,-0.09882013873287143,False,True,False,True,False,1,0,1.4,15.9,65649.0,31030.0,33965.63333333333,0,71732
2016,4,7,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.9932568492674143,-0.11593459959550041,False,True,False,True,False,1,0,1.4,15.8,71732.0,31626.0,35829.23333333333,0,77369
2016,4,8,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9911140639934547,-0.1330147065341959,False,False,False,True,False,0,0,1.0,15.0,77369.0,61539.0,37047.3,0,59556
2016,4,9,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9886775902323405,-0.1500553983446526,True,False,False,True,False,1,0,1.0,14.3,59556.0,45522.0,37689.53333333333,0,50040
2016,4,10,6,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9859481499638304,-0.16705162550211924,True,False,False,True,False,1,0,1.0,10.8,50040.0,33835.0,37733.23333333333,0,33417
2016,4,11,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9829265519799822,-0.18399835165768005,False,False,False,True,False,0,0,1.0,13.7,33417.0,53239.0,38482.8,0,53775
2016,4,12,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9796136916454901,-0.20089055513063506,False,False,False,False,False,0,0,1.0,14.0,53775.0,65649.0,39226.36666666667,0,52180
2016,4,13,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.9760105506323683,-0.21772323039653177,False,False,False,False,False,0,0,1.0,12.6,52180.0,71732.0,39749.96666666667,0,44111
2016,4,14,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.9721181966290613,-0.23449138957040985,False,False,False,False,False,0,0,1.0,14.5,44111.0,77369.0,40380.7,0,44060
2016,4,15,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9679377830240642,-0.25119006388481935,False,False,False,True,False,0,0,1.0,16.2,44060.0,59556.0,41510.1,0,56676
2016,4,16,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9634705485641488,-0.2678143051621742,True,False,False,True,False,1,0,1.0,20.7,56676.0,50040.0,42699.46666666667,0,63533
2016,4,17,6,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9587178169872964,-0.2843591872810034,True,False,False,True,False,1,0,1.0,15.5,63533.0,33417.0,42765.4,0,45896
2016,4,18,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9536809966304457,-0.30081980763566735,False,False,False,False,False,0,0,1.0,15.8,45896.0,53775.0,43103.933333333334,0,40067
2016,4,19,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9483615800121715,-0.3171912885891061,False,False,False,False,False,0,0,1.0,14.8,40067.0,52180.0,43990.76666666667,0,52398
2016,4,20,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.9427611433904207,-0.3334687789181868,False,False,False,True,False,0,0,1.0,9.2,52398.0,44111.0,44780.3,0,53065
2016,4,21,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.9368813462954315,-0.3496474552512284,False,False,False,True,False,0,0,1.0,14.9,53065.0,44060.0,45540.63333333333,0,49940
2016,4,22,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.9307239310379795,-0.36572252349726897,False,False,False,False,False,0,0,1.0,15.2,49940.0,56676.0,46242.6,0,47032
2016,4,23,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.9242907221930934,-0.3816892202666588,True,False,False,True,False,1,0,1.0,22.4,47032.0,63533.0,47420.666666666664,0,60496
2016,4,24,6,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.9175836260593937,-0.39754281428255595,True,False,False,True,False,1,0,1.0,14.4,60496.0,45896.0,47579.0,0,42471
2016,4,25,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.9106046300942163,-0.4132786077829042,False,False,False,False,False,0,0,1.0,15.9,42471.0,40067.0,48368.36666666667,0,56537
2016,4,26,1,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.9033558023246845,-0.4288919379124835,False,False,False,False,False,0,0,1.0,14.9,56537.0,52398.0,49337.566666666666,0,50205
2016,4,27,2,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,0.895839290734909,-0.4443781781046132,False,False,False,True,False,0,0,1.0,11.5,50205.0,53065.0,50039.76666666667,0,46212
2016,4,28,3,0.8660254037844387,-0.49999999999999983,0.43388373911755823,-0.900968867902419,0.8880573226294932,-0.45973273945210397,False,False,False,True,False,0,0,1.0,18.4,46212.0,49940.0,50890.6,0,53510
2016,4,29,4,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,0.8800122039735357,-0.47495107206704995,False,False,False,False,False,0,0,1.0,17.3,53510.0,47032.0,51668.96666666667,0,54381
2016,4,30,5,0.8660254037844387,-0.49999999999999983,-0.9749279121818236,-0.2225209339563146,0.8717063187093218,-0.49002866642905923,True,False,False,True,False,1,0,1.0,17.4,54381.0,60496.0,52439.3,0,54736
2016,5,1,6,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8631421280499114,-0.5049610547215204,True,True,False,True,False,1,0,1.6,17.3,54736.0,42471.0,53180.63333333333,0,83779
2016,5,2,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.854322169749827,-0.5197438121555155,False,True,False,True,False,1,0,1.6,24.2,83779.0,56537.0,54543.666666666664,0,86413
2016,5,3,1,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.8452490573530633,-0.5343725582809787,False,True,False,True,False,1,0,1.6,15.8,86413.0,50205.0,55547.96666666667,0,63964
2016,5,4,2,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.835925479418637,-0.548842958284719,False,True,False,True,False,1,0,1.6,21.8,63964.0,46212.0,55908.13333333333,0,64044
2016,5,5,3,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.8263541987239096,-0.5631507242749186,False,True,False,False,False,1,0,1.6,26.6,64044.0,53510.0,55745.36666666667,0,60766
2016,5,6,4,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8165380514459161,-0.5772916165517272,False,False,False,True,False,0,0,1.0,17.0,60766.0,54381.0,54947.8,0,47805
2016,5,7,5,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8064799463209448,-0.5912614448635781,True,False,False,True,False,1,0,1.0,18.3,47805.0,54736.0,53748.833333333336,0,41400
